,2890,29/01/23,GENERAL,BARCELONA,CATALUNYA,14:00,"10,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2889,29/01/23,DISCAPACITAT,BARCELONA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2888,29/01/23,GENERAL,COMUNITAT DE MADRID,ESPANYA,14:00,"10,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2887,29/01/23,GENERAL,COMUNITAT DE MADRID,ESPANYA,14:00,"10,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2886,29/01/23,PROFESSORS / GUIES / PERIODISTES,TERRASSA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,VISITA PENDENT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2885,29/01/23,FAMILIA NUMBROSA O MONOPARENTAL,TERRASSA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,VISITA PENDENT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2884,29/01/23,MAJORS DE 65 ANYS,IGUALADA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2883,29/01/23,MAJORS DE 65 ANYS,IGUALADA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2882,29/01/23,MAJORS DE 65 ANYS,IGUALADA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2881,29/01/23,MAJORS DE 65 ANYS,IGUALADA,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2880,29/01/23,MAJORS DE 65 ANYS,GUARDIOLA DE BERGUEDÀ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2879,29/01/23,MAJORS DE 65 ANYS,GUARDIOLA DE BERGUEDÀ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2878,29/01/23,MAJORS DE 65 ANYS,GUARDIOLA DE BERGUEDÀ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2877,29/01/23,MAJORS DE 65 ANYS,GUARDIOLA DE BERGUEDÀ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,RECOMANAT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2876,29/01/23,MAJORS DE 65 ANYS,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2875,29/01/23,MAJORS DE 65 ANYS,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2874,29/01/23,MAJORS DE 65 ANYS,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2873,29/01/23,MAJORS DE 65 ANYS,BANYOLES,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2872,29/01/23,MAJORS DE 65 ANYS,BANYOLES,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2871,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2870,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2869,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2868,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2867,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2866,29/01/23,GENERAL,BARCELONA,CATALUNYA,13:00,"10,00 €",PILAR,VERMUTS,INTERNET,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2865,29/01/23,MAJORS DE 65 ANYS,BARBERÀ DE LA CONCA,CATALUNYA,13:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
